Time of Visit,IP Address,Request Method,Status Code,Navigation Pages,Country,Sports,Number of Visit,Gender,Age,Cluster
08:30:14,227.119.197.18,HEAD,200,sechedule.html,Pakistan,Karate,Once,Non-binary,63,1
05:16:48,31.109.154.108,GET,200,images/games.html,Ukraine,Karate,Seldon,Male,38,2
18:45:28,1.190.94.8,HEAD,100,index.html,China,Football,Daily,Male,56,1
04:37:49,247.41.229.52,HEAD,200,index.html,China,Baseball,Seldon,Non-binary,35,2
06:13:51,63.9.49.27,CONNECT,200,images/games.html,Portugal,Table Tennis,Seldon,Male,23,2
21:32:42,10.2.94.140,PATCH,100,images/games.html,China,Football,Seldon,Non-binary,53,1
00:51:53,250.212.253.230,PUT,200,index.html,Peru,Swimming,Never,Male,33,2
12:04:05,239.11.242.32,GET,100,ticketing.html,Brazil,Swimming,Often,Male,27,2
09:18:41,217.43.55.53,GET,200,ticketing.html,Philippines,Weightlifting,Seldon,Male,18,2
14:54:41,167.107.193.166,GET,200,sechedule.html,Japan,Basketball,Never,Non-binary,36,2
07:56:30,13.141.166.134,GET,301,sechedule.html,Indonesia,Basketball,Seldon,Female,41,0
15:13:45,65.24.103.202,GET,100,news.html,Russia,Karate,Often,Female,25,2
07:46:52,222.54.234.152,PATCH,200,images/games.html,Uganda,Athletics,Once,Male,50,1
13:27:06,135.136.89.177,HEAD,200,sechedule.html,Canada,Swimming,Often,Male,48,1
18:32:16,95.145.62.251,POST,200,index.html,China,Basketball,Often,Non-binary,64,1
06:46:03,95.194.76.41,CONNECT,301,sechedule.html,Philippines,Athletics,Often,Male,65,1
17:48:59,161.112.134.73,HEAD,200,searchsports.html,Indonesia,Football,Daily,Male,68,1
14:14:54,65.17.15.90,GET,200,ticketing.html,China,Athletics,Seldon,Male,62,1
20:10:21,216.162.99.43,GET,100,images/games.html,United States,Football,Seldon,Female,23,2
08:10:13,34.177.59.152,PATCH,301,index.html,Russia,Volleyball,Seldon,Non-binary,59,1
02:51:59,31.151.245.125,PATCH,200,images/games.html,Norway,Swimming,Often,Male,61,1
04:16:34,139.64.139.43,CONNECT,200,sechedule.html,Ireland,Volleyball,Once,Male,61,1
12:21:18,229.214.91.195,HEAD,403,searchsports.html,China,Football,Often,Non-binary,51,0
09:49:57,57.15.169.196,CONNECT,200,ticketing.html,Argentina,Football,Often,Male,37,2
05:57:36,104.78.204.247,CONNECT,301,searchsports.html,Poland,Gymnastics,Often,Female,45,0
03:12:51,41.17.16.162,PATCH,400,sechedule.html,Indonesia,Table Tennis,Seldon,Non-binary,51,0
12:25:18,73.95.231.3,POST,400,index.html,China,Gymnastics,Seldon,Male,63,0
04:11:56,119.46.156.249,CONNECT,200,index.html,Thailand,Athletics,Once,Non-binary,50,1
16:03:25,50.51.29.159,PATCH,100,news.html,Poland,Baseball,Once,Female,28,2
20:28:19,209.153.112.8,HEAD,200,sechedule.html,Indonesia,Football,Often,Non-binary,59,1
22:48:26,206.187.96.189,HEAD,200,images/games.html,Poland,Table Tennis,Daily,Male,32,2
08:17:54,178.240.117.80,PATCH,400,searchsports.html,Sweden,Swimming,Seldon,Non-binary,32,0
09:48:59,214.33.228.108,POST,200,images/games.html,Brazil,Swimming,Seldon,Male,36,2
07:50:50,88.103.90.45,POST,200,sechedule.html,China,Football,Seldon,Female,40,2
06:34:51,220.68.154.237,GET,301,index.html,Malawi,Volleyball,Often,Female,51,0
10:16:53,212.246.155.190,GET,200,index.html,Philippines,Swimming,Daily,Female,66,1
09:31:08,167.164.124.203,CONNECT,200,sechedule.html,Philippines,Athletics,Daily,Female,36,2
03:54:00,126.127.111.157,PATCH,301,searchsports.html,China,Basketball,Often,Male,24,0
13:49:31,189.159.109.229,PUT,100,index.html,Philippines,Gymnastics,Once,Non-binary,50,1
20:53:23,42.168.44.209,POST,200,images/games.html,Czech Republic,Table Tennis,Often,Male,62,1
14:01:54,9.87.242.3,HEAD,400,venue information.html,China,Table Tennis,Often,Male,38,0
19:02:50,170.163.26.224,PATCH,200,index.html,China,Basketball,Seldon,Male,35,2
23:22:49,244.183.207.128,HEAD,100,index.html,Philippines,Basketball,Never,Non-binary,61,1
12:08:08,103.51.114.189,HEAD,200,images/games.html,Malaysia,Swimming,Often,Male,69,1
22:43:30,29.77.58.245,GET,200,searchsports.html,Bangladesh,Basketball,Seldon,Male,28,2
04:32:41,148.74.57.47,POST,301,images/games.html,China,Athletics,Daily,Male,65,1
15:36:58,162.60.68.9,POST,200,searchsports.html,China,Table Tennis,Often,Female,30,2
15:46:13,155.149.27.196,PUT,301,images/games.html,China,Volleyball,Seldon,Female,63,1
22:58:55,165.96.127.227,GET,100,index.html,Portugal,Athletics,Seldon,Male,47,1
16:10:09,195.20.229.1,GET,200,searchsports.html,Burkina Faso,Badminton,Seldon,Male,21,2
22:47:46,219.104.38.189,GET,100,ticketing.html,Indonesia,Badminton,Often,Female,18,2
18:52:17,255.58.90.31,POST,200,searchsports.html,China,Football,Daily,Male,70,1
15:17:29,195.134.230.165,PATCH,400,images/games.html,Poland,Football,Often,Male,27,0
11:45:09,100.89.181.104,PATCH,200,searchsports.html,France,Table Tennis,Daily,Female,59,1
22:39:09,234.229.125.230,POST,200,images/games.html,China,Athletics,Often,Female,70,1
20:37:26,57.142.241.71,PATCH,200,images/games.html,Indonesia,Table Tennis,Daily,Female,29,2
04:15:49,252.103.173.64,PATCH,100,index.html,China,Athletics,Seldon,Non-binary,64,1
20:39:03,117.81.22.251,CONNECT,200,sechedule.html,Nigeria,Karate,Once,Female,61,1
17:39:07,234.93.197.82,CONNECT,200,news.html,Serbia,Swimming,Often,Male,53,1
12:08:07,0.184.216.187,GET,200,news.html,Indonesia,Gymnastics,Often,Male,30,2
14:15:44,224.162.10.211,HEAD,200,images/games.html,China,Football,Seldon,Male,44,2
00:45:46,179.93.31.142,PATCH,301,searchsports.html,Serbia,Gymnastics,Never,Female,25,0
03:43:18,58.129.168.119,POST,200,index.html,Portugal,Weightlifting,Once,Male,19,2
02:02:54,147.140.119.83,HEAD,301,searchsports.html,Poland,Table Tennis,Never,Female,32,0
01:28:27,231.51.153.129,HEAD,100,images/games.html,Indonesia,Athletics,Daily,Male,20,2
07:45:54,250.81.247.65,HEAD,200,index.html,China,Swimming,Seldon,Non-binary,30,2
06:41:47,106.31.236.82,HEAD,100,sponsorship.html,Ukraine,Athletics,Never,Male,42,2
17:34:46,66.67.104.50,HEAD,200,news.html,China,Football,Once,Male,18,2
03:19:48,210.7.163.100,GET,200,news.html,Ukraine,Shooting,Often,Male,60,1
05:46:24,185.240.207.106,POST,400,index.html,Peru,Football,Daily,Female,59,0
06:01:05,45.245.174.160,GET,200,index.html,Portugal,Karate,Once,Male,68,1
18:27:27,122.170.155.5,GET,200,index.html,Brazil,Baseball,Seldon,Female,24,2
11:30:05,168.25.240.65,PATCH,200,searchsports.html,Philippines,Football,Seldon,Male,59,1
22:46:39,145.33.73.48,GET,200,ticketing.html,China,Badminton,Seldon,Male,70,1
19:48:03,13.245.240.142,GET,200,index.html,Ireland,Athletics,Often,Male,64,1
07:42:11,91.8.167.60,HEAD,301,ticketing.html,Canada,Table Tennis,Seldon,Female,45,0
14:30:47,100.50.108.157,GET,200,index.html,Poland,Table Tennis,Often,Female,38,2
10:19:48,23.235.32.55,POST,200,images/games.html,China,Athletics,Seldon,Female,62,1
08:13:56,46.83.213.226,CONNECT,200,index.html,China,Table Tennis,Once,Non-binary,57,1
09:09:42,22.28.212.78,PATCH,200,images/games.html,Portugal,Table Tennis,Once,Male,48,1
15:37:06,12.104.191.176,PATCH,403,images/games.html,Brazil,Basketball,Often,Male,35,0
13:48:42,21.128.117.17,HEAD,200,news.html,Indonesia,Table Tennis,Often,Female,63,1
13:02:19,138.165.156.88,GET,100,searchsports.html,France,Athletics,Seldon,Male,29,2
20:23:00,117.230.42.15,PATCH,301,index.html,Indonesia,Badminton,Seldon,Non-binary,22,0
21:36:59,219.96.116.220,PUT,301,images/games.html,Sweden,Boxing,Seldon,Male,46,0
10:48:37,57.242.38.239,PATCH,200,index.html,Norway,Baseball,Once,Female,18,2
00:27:23,181.136.209.245,CONNECT,200,searchsports.html,Poland,Athletics,Often,Female,47,1
14:50:09,95.63.66.4,CONNECT,100,images/games.html,Brazil,Table Tennis,Seldon,Male,26,2
10:04:07,19.105.216.69,HEAD,500,index.html,Niger,Badminton,Seldon,Male,34,0
15:04:21,121.28.86.163,GET,200,ticketing.html,Philippines,Swimming,Seldon,Male,61,1
06:32:58,132.200.162.221,POST,200,sponsorship.html,Peru,Wrestling,Never,Male,56,1
11:58:52,183.38.13.226,HEAD,100,index.html,Sweden,Swimming,Often,Non-binary,52,1
05:01:35,235.202.197.177,HEAD,100,index.html,China,Athletics,Often,Male,35,2
12:36:24,31.46.97.165,CONNECT,301,ticketing.html,China,Table Tennis,Seldon,Female,32,0
22:28:35,173.232.218.237,POST,200,ticketing.html,South Africa,Volleyball,Seldon,Female,69,1
13:58:47,33.78.246.1,CONNECT,100,images/games.html,Poland,Table Tennis,Once,Female,58,1
22:10:43,10.220.191.176,POST,200,index.html,Gambia,Athletics,Seldon,Male,48,1
12:57:37,238.26.205.251,GET,403,venue information.html,China,Athletics,Often,Female,64,0
09:22:19,73.214.127.4,PATCH,200,searchsports.html,Indonesia,Football,Once,Male,33,2
15:19:06,114.165.132.220,HEAD,200,sponsorship.html,Sri Lanka,Swimming,Daily,Non-binary,26,2
09:28:25,0.84.154.124,GET,200,venue information.html,Guatemala,Table Tennis,Seldon,Female,67,1
04:13:13,71.75.90.219,GET,200,searchsports.html,Peru,Swimming,Never,Male,46,1
08:30:30,254.87.164.149,GET,200,ticketing.html,Colombia,Baseball,Often,Male,64,1
16:52:51,53.27.151.60,PATCH,200,searchsports.html,Indonesia,Badminton,Never,Male,38,2
16:38:47,253.46.6.62,PUT,301,index.html,China,Football,Once,Female,26,0
06:53:59,231.141.245.178,HEAD,200,venue information.html,Philippines,Badminton,Seldon,Female,37,2
10:31:49,41.198.14.97,PATCH,100,index.html,Russia,Gymnastics,Never,Male,54,1
20:16:09,73.200.203.86,GET,200,index.html,Brazil,Badminton,Once,Male,25,2
11:19:32,116.222.102.180,PATCH,200,news.html,Philippines,Swimming,Once,Male,49,1
22:42:38,204.216.167.69,HEAD,200,news.html,China,Table Tennis,Seldon,Female,57,1
14:38:40,83.92.16.167,GET,200,images/games.html,Kenya,Volleyball,Once,Male,51,1
18:32:54,232.179.9.255,HEAD,403,news.html,China,Athletics,Daily,Male,39,0
02:27:24,165.1.16.193,HEAD,200,images/games.html,Russia,Football,Once,Non-binary,54,1
13:22:51,136.20.250.5,HEAD,200,searchsports.html,Indonesia,Football,Often,Female,68,1
16:12:58,68.225.152.88,HEAD,100,venue information.html,China,Badminton,Often,Female,40,2
06:30:45,7.27.145.137,HEAD,200,sponsorship.html,Indonesia,Swimming,Often,Male,51,1
09:48:31,199.234.107.209,POST,200,index.html,Venezuela,Basketball,Seldon,Female,58,1
20:43:48,247.25.250.87,PATCH,200,venue information.html,Peru,Athletics,Daily,Male,37,2
04:21:54,226.9.63.62,PATCH,200,images/games.html,China,Baseball,Once,Female,39,2
11:18:01,115.206.198.127,GET,200,images/games.html,Philippines,Athletics,Seldon,Male,70,1
12:45:49,234.141.103.75,PATCH,200,index.html,Iran,Swimming,Seldon,Female,67,1
11:16:51,167.144.7.111,CONNECT,301,images/games.html,China,Karate,Once,Male,68,1
19:25:01,254.250.172.1,GET,400,images/games.html,France,Volleyball,Daily,Male,35,0
06:12:03,167.177.35.150,PATCH,500,index.html,Thailand,Athletics,Once,Female,25,0
04:25:27,92.117.72.197,CONNECT,301,ticketing.html,Denmark,Baseball,Seldon,Non-binary,38,0
07:37:20,115.250.139.231,CONNECT,100,index.html,Peru,Swimming,Once,Male,30,2
15:42:55,9.129.127.10,GET,200,searchsports.html,China,Football,Seldon,Female,55,1
16:22:19,123.3.240.58,HEAD,403,venue information.html,China,Weightlifting,Often,Male,18,0
13:52:23,222.12.182.242,GET,200,images/games.html,China,Football,Never,Male,54,1
06:24:49,192.18.231.98,GET,200,ticketing.html,Portugal,Baseball,Seldon,Non-binary,54,1
05:57:32,198.84.63.219,CONNECT,301,venue information.html,Portugal,Athletics,Seldon,Male,40,0
16:20:09,245.37.24.21,CONNECT,100,searchsports.html,China,Weightlifting,Often,Female,55,1
01:05:51,59.190.216.45,HEAD,100,sechedule.html,Argentina,Athletics,Seldon,Non-binary,43,2
20:46:33,110.221.25.34,CONNECT,200,images/games.html,Japan,Volleyball,Never,Male,38,2
19:45:19,147.55.255.69,HEAD,200,searchsports.html,Indonesia,Weightlifting,Often,Female,61,1
01:13:14,17.166.182.41,HEAD,200,searchsports.html,Indonesia,Football,Daily,Male,46,1
23:23:14,51.216.39.126,CONNECT,100,images/games.html,Peru,Swimming,Once,Male,65,1
22:10:16,128.176.197.62,CONNECT,200,index.html,Indonesia,Football,Once,Female,54,1
12:55:22,49.207.17.232,HEAD,100,searchsports.html,Gambia,Swimming,Seldon,Female,42,2
00:27:26,142.65.103.239,HEAD,200,sponsorship.html,Sweden,Basketball,Once,Male,21,2
13:04:23,58.151.139.70,HEAD,200,searchsports.html,China,Athletics,Daily,Male,44,2
01:31:08,130.182.32.18,PUT,100,news.html,Armenia,Basketball,Seldon,Male,18,2
09:29:33,87.58.196.44,HEAD,200,images/games.html,Philippines,Athletics,Often,Male,35,2
08:43:19,85.236.110.54,CONNECT,100,images/games.html,China,Baseball,Often,Female,26,2
10:25:30,228.61.196.59,POST,301,sechedule.html,Poland,Athletics,Often,Male,18,0
10:49:24,190.195.201.255,PATCH,200,index.html,Brazil,Karate,Never,Male,37,2
22:57:08,201.67.173.198,GET,200,searchsports.html,China,Table Tennis,Once,Non-binary,66,1
00:29:59,105.91.86.34,CONNECT,301,index.html,France,Football,Once,Female,21,0
09:14:47,42.177.251.114,HEAD,301,ticketing.html,Peru,Diving,Often,Male,40,0
15:20:54,150.238.132.150,GET,200,searchsports.html,Colombia,Athletics,Seldon,Male,47,1
14:03:13,82.248.47.150,GET,200,searchsports.html,Czech Republic,Gymnastics,Seldon,Non-binary,52,1
18:51:20,25.168.60.68,PATCH,100,venue information.html,China,Swimming,Seldon,Non-binary,56,1
04:48:37,80.81.37.218,PUT,200,searchsports.html,Sweden,Volleyball,Once,Male,54,1
22:15:41,14.121.93.64,GET,200,news.html,Philippines,Football,Often,Female,65,1
12:58:57,246.115.24.214,PATCH,301,news.html,China,Volleyball,Seldon,Male,54,0
21:11:05,126.238.152.188,HEAD,301,venue information.html,Ukraine,Basketball,Never,Male,23,0
01:25:12,254.3.101.106,HEAD,200,searchsports.html,Spain,Athletics,Seldon,Non-binary,66,1
12:10:21,148.166.95.144,PATCH,100,sponsorship.html,Russia,Table Tennis,Seldon,Male,49,1
23:07:23,32.156.120.78,GET,200,sechedule.html,Portugal,Basketball,Once,Female,48,1
04:18:22,97.198.24.242,PATCH,301,searchsports.html,Japan,Volleyball,Seldon,Male,24,0
23:38:15,130.122.67.90,HEAD,100,images/games.html,Czech Republic,Basketball,Seldon,Male,62,1
09:29:27,93.3.25.162,GET,200,news.html,Colombia,Athletics,Often,Female,34,2
07:28:41,74.109.219.200,HEAD,100,venue information.html,Philippines,Swimming,Once,Male,66,1
04:28:12,0.177.190.219,GET,200,images/games.html,Indonesia,Football,Seldon,Male,49,1
16:04:02,7.207.73.235,POST,200,venue information.html,Sri Lanka,Basketball,Often,Male,36,2
13:44:54,189.61.92.83,GET,200,sechedule.html,Montenegro,Athletics,Seldon,Female,65,1
03:20:09,129.179.183.184,GET,301,index.html,Indonesia,Baseball,Often,Male,70,1
03:57:15,121.49.230.3,GET,200,searchsports.html,China,Basketball,Seldon,Female,37,2
01:19:22,202.179.151.226,POST,200,news.html,China,Baseball,Seldon,Male,29,2
17:06:34,57.168.93.133,HEAD,100,index.html,Yemen,Karate,Once,Male,64,1
01:36:20,218.153.150.94,HEAD,200,images/games.html,Sweden,Table Tennis,Once,Male,22,2
01:26:53,34.233.51.71,PUT,200,images/games.html,Indonesia,Basketball,Seldon,Female,52,1
01:18:16,125.196.246.241,GET,200,venue information.html,Russia,Volleyball,Seldon,Female,18,2
13:50:50,208.196.160.99,GET,301,sechedule.html,Russia,Badminton,Seldon,Male,37,0
02:58:08,242.84.76.201,CONNECT,200,index.html,China,Swimming,Daily,Male,47,1
01:41:48,54.159.233.61,HEAD,200,sponsorship.html,Brazil,Football,Seldon,Male,43,2
18:13:34,115.254.86.47,CONNECT,301,sponsorship.html,Indonesia,Fencing,Once,Female,44,0
09:35:12,222.128.231.79,GET,200,index.html,Montenegro,Volleyball,Once,Non-binary,55,1
18:55:58,6.11.84.180,GET,200,searchsports.html,Norway,Volleyball,Daily,Female,32,2
23:36:19,213.93.177.151,GET,100,images/games.html,Russia,Volleyball,Seldon,Non-binary,39,2
23:15:22,237.105.204.14,PATCH,301,venue information.html,Russia,Football,Daily,Male,62,1
20:07:53,195.245.97.179,PUT,404,searchsports.html,Vietnam,Football,Daily,Male,45,0
19:06:28,60.68.245.111,GET,500,sechedule.html,China,Swimming,Seldon,Male,21,0
19:08:14,87.236.187.94,PATCH,100,venue information.html,United States,Basketball,Never,Male,53,1
07:24:51,184.82.181.252,CONNECT,200,sechedule.html,Russia,Athletics,Often,Male,38,2
10:53:57,206.113.218.165,GET,100,ticketing.html,Pakistan,Basketball,Often,Female,50,1
22:49:17,138.197.117.50,POST,301,searchsports.html,Vietnam,Badminton,Seldon,Female,36,0
19:13:39,225.144.190.156,CONNECT,200,sechedule.html,Indonesia,Swimming,Seldon,Non-binary,24,2
13:52:13,206.108.31.37,GET,400,index.html,Brazil,Baseball,Often,Female,65,0
10:28:18,58.44.134.56,HEAD,200,images/games.html,Portugal,Athletics,Seldon,Male,30,2
06:34:44,12.201.34.207,PATCH,404,index.html,China,Basketball,Often,Male,23,0
07:15:39,57.88.228.98,PATCH,100,searchsports.html,Thailand,Basketball,Often,Female,47,1
21:03:34,131.26.202.35,CONNECT,200,ticketing.html,France,Gymnastics,Seldon,Female,45,1
23:43:40,241.224.81.28,POST,200,images/games.html,China,Shooting,Seldon,Male,70,1
20:42:13,96.253.64.114,CONNECT,301,venue information.html,China,Table Tennis,Seldon,Male,48,0
16:34:19,129.210.197.104,POST,301,ticketing.html,Indonesia,Boxing,Often,Male,18,0
14:46:50,98.122.50.228,GET,200,images/games.html,Norway,Badminton,Often,Non-binary,24,2
06:49:27,206.253.35.176,GET,200,searchsports.html,Nigeria,Badminton,Never,Female,42,2
07:21:45,137.251.25.131,GET,200,ticketing.html,Bangladesh,Swimming,Once,Female,52,1
05:31:29,248.114.118.251,CONNECT,200,venue information.html,Indonesia,Gymnastics,Daily,Non-binary,61,1
22:08:11,160.30.136.17,PUT,400,index.html,Iran,Football,Seldon,Male,44,0
16:38:40,235.223.119.45,PATCH,100,ticketing.html,Japan,Baseball,Once,Female,56,1
06:34:58,122.224.3.165,HEAD,400,sechedule.html,China,Football,Often,Male,18,0
22:27:20,142.236.3.82,CONNECT,100,index.html,Brazil,Athletics,Seldon,Male,27,2
05:45:37,67.39.99.129,HEAD,200,sechedule.html,Cuba,Basketball,Never,Male,42,2
10:11:18,79.68.236.84,CONNECT,200,venue information.html,China,Boxing,Seldon,Male,51,1
17:55:54,201.176.235.59,HEAD,200,searchsports.html,Poland,Gymnastics,Often,Non-binary,69,1
16:30:42,235.146.140.86,PUT,200,venue information.html,Netherlands,Baseball,Never,Female,24,2
12:31:37,161.97.237.178,GET,500,searchsports.html,Philippines,Football,Often,Male,41,0
05:22:42,124.234.86.15,GET,200,searchsports.html,Peru,Football,Once,Female,62,1
14:03:13,163.210.174.227,CONNECT,100,sponsorship.html,Poland,Basketball,Once,Male,55,1
23:01:58,245.67.116.136,PATCH,200,images/games.html,Portugal,Athletics,Once,Male,70,1
05:09:37,246.54.118.19,CONNECT,200,index.html,China,Table Tennis,Daily,Male,31,2
02:49:05,61.202.156.100,CONNECT,200,images/games.html,Sweden,Shooting,Never,Female,65,1
04:56:18,161.200.228.178,GET,200,searchsports.html,Albania,Football,Seldon,Non-binary,29,2
15:26:48,220.223.160.67,HEAD,200,images/games.html,Colombia,Basketball,Often,Male,24,2
00:27:11,72.82.93.109,GET,100,index.html,Sweden,Basketball,Seldon,Male,52,1
04:03:46,93.23.13.253,HEAD,301,images/games.html,China,Baseball,Often,Non-binary,58,1
17:20:38,175.26.93.71,PUT,301,images/games.html,Indonesia,Swimming,Seldon,Female,53,0
00:35:02,190.188.136.99,GET,200,ticketing.html,Mongolia,Athletics,Often,Male,32,2
22:23:45,213.115.127.71,HEAD,200,news.html,Greece,Athletics,Seldon,Male,70,1
21:33:56,63.181.253.70,CONNECT,200,index.html,Indonesia,Baseball,Seldon,Male,26,2
13:56:28,101.187.238.147,CONNECT,200,index.html,Indonesia,Basketball,Once,Male,56,1
07:22:05,242.13.187.24,PATCH,301,venue information.html,Poland,Diving,Seldon,Female,43,0
12:51:55,224.13.176.93,GET,200,sechedule.html,Greece,Wrestling,Never,Male,28,2
09:22:04,228.20.51.85,GET,200,sechedule.html,Czech Republic,Karate,Seldon,Male,28,2
06:00:16,77.101.220.232,GET,200,index.html,Russia,Football,Often,Female,39,2
10:28:38,96.147.213.168,POST,200,index.html,Philippines,Baseball,Seldon,Male,37,2
13:15:16,108.124.45.14,GET,200,venue information.html,Poland,Table Tennis,Often,Female,56,1
07:24:18,124.218.96.220,PATCH,301,images/games.html,Czech Republic,Athletics,Seldon,Male,40,0
01:30:26,241.100.64.10,GET,301,venue information.html,Indonesia,Athletics,Seldon,Non-binary,59,1
23:08:44,92.223.89.96,GET,200,images/games.html,Ukraine,Volleyball,Never,Male,27,2
06:59:06,178.214.154.84,PATCH,200,sponsorship.html,Indonesia,Football,Often,Female,64,1
02:07:50,43.7.5.165,PUT,200,ticketing.html,France,Athletics,Seldon,Male,57,1
02:23:16,20.255.157.155,PATCH,200,venue information.html,Brazil,Football,Often,Male,48,1
10:23:22,99.250.76.41,HEAD,200,searchsports.html,France,Football,Seldon,Male,62,1
09:34:17,117.78.84.237,PATCH,200,images/games.html,Indonesia,Table Tennis,Daily,Non-binary,42,2
00:03:59,231.169.171.196,PATCH,200,images/games.html,Portugal,Gymnastics,Seldon,Male,44,2
14:05:06,117.198.173.60,HEAD,200,searchsports.html,Venezuela,Badminton,Once,Male,58,1
04:50:12,27.196.206.232,HEAD,200,sechedule.html,Poland,Volleyball,Daily,Non-binary,21,2
04:36:41,81.123.162.23,GET,100,images/games.html,Peru,Football,Often,Male,52,1
18:47:07,181.57.154.21,GET,200,sechedule.html,Bolivia,Badminton,Seldon,Male,70,1
03:52:57,0.226.243.176,PATCH,200,volunteer.html,China,Football,Seldon,Male,32,2
14:40:15,160.236.251.72,CONNECT,100,sechedule.html,China,Basketball,Seldon,Female,26,2
09:05:34,36.248.151.29,HEAD,301,sponsorship.html,Russia,Gymnastics,Often,Female,43,0
20:51:27,148.69.58.7,GET,200,venue information.html,Argentina,Athletics,Seldon,Male,39,2
07:51:04,229.227.250.219,GET,200,images/games.html,Indonesia,Table Tennis,Daily,Non-binary,34,2
05:38:38,68.165.99.202,GET,200,index.html,Canada,Athletics,Once,Male,52,1
07:19:55,126.210.84.237,HEAD,200,index.html,Peru,Football,Seldon,Female,53,1
01:22:46,254.194.0.77,HEAD,200,searchsports.html,China,Football,Daily,Male,21,2
19:08:15,230.196.19.41,POST,200,sechedule.html,China,Gymnastics,Never,Female,36,2
16:36:23,220.127.66.117,PATCH,301,images/games.html,China,Basketball,Daily,Male,60,1
16:15:29,84.4.47.205,POST,400,sechedule.html,Saudi Arabia,Swimming,Seldon,Male,29,0
12:08:20,212.173.69.232,PATCH,200,images/games.html,Finland,Swimming,Seldon,Male,52,1
06:56:59,222.252.169.251,HEAD,100,images/games.html,China,Gymnastics,Daily,Non-binary,19,2
23:09:35,77.173.20.232,CONNECT,100,ticketing.html,Thailand,Swimming,Often,Non-binary,69,1
00:41:49,200.2.225.24,HEAD,200,sechedule.html,Armenia,Baseball,Often,Female,30,2
04:38:09,206.159.142.58,GET,200,sechedule.html,Senegal,Athletics,Often,Male,56,1
19:44:45,184.184.125.126,GET,200,sechedule.html,France,Table Tennis,Often,Non-binary,69,1
14:48:13,15.177.186.179,GET,200,index.html,Thailand,Gymnastics,Often,Male,37,2
16:27:23,114.25.167.168,HEAD,301,images/games.html,Indonesia,Swimming,Often,Male,28,0
23:58:08,3.82.212.79,HEAD,400,index.html,Russia,Volleyball,Once,Male,67,0
08:29:56,104.58.249.1,PATCH,200,index.html,Indonesia,Volleyball,Often,Female,22,2
09:05:26,171.153.108.176,PATCH,200,ticketing.html,Mongolia,Table Tennis,Seldon,Female,65,1
09:17:18,227.64.241.251,GET,200,sechedule.html,Poland,Athletics,Once,Male,49,1
11:08:16,121.252.30.120,PATCH,200,sechedule.html,Benin,Swimming,Seldon,Female,60,1
03:45:16,212.140.189.162,GET,200,index.html,Peru,Football,Never,Non-binary,31,2
08:44:43,153.142.63.184,HEAD,100,venue information.html,Sweden,Baseball,Often,Female,25,2
18:26:41,153.62.108.194,PATCH,301,ticketing.html,Russia,Swimming,Seldon,Male,22,0
03:02:17,29.1.117.245,PUT,100,sechedule.html,China,Football,Often,Female,55,1
17:05:29,46.209.158.150,CONNECT,200,news.html,Philippines,Table Tennis,Seldon,Male,19,2
09:44:07,201.102.158.35,CONNECT,200,sechedule.html,Colombia,Fencing,Seldon,Male,24,2
21:40:05,201.24.138.106,HEAD,200,searchsports.html,Poland,Baseball,Often,Female,25,2
21:09:09,199.219.9.108,PUT,100,venue information.html,Gambia,Football,Seldon,Male,25,2
20:25:49,67.143.209.122,GET,400,images/games.html,Iran,Volleyball,Daily,Male,64,0
23:18:04,180.245.82.190,HEAD,403,sechedule.html,China,Swimming,Seldon,Male,59,0
13:56:46,135.32.211.224,POST,200,searchsports.html,Philippines,Swimming,Seldon,Male,18,2
02:10:48,188.112.217.74,GET,403,index.html,Colombia,Swimming,Once,Female,34,0
02:48:37,230.7.160.114,CONNECT,200,index.html,France,Volleyball,Seldon,Male,63,1
04:59:26,184.174.185.255,GET,100,index.html,Brazil,Swimming,Never,Male,24,2
10:52:48,15.210.178.154,GET,200,venue information.html,Vietnam,Swimming,Seldon,Female,44,2
09:53:00,96.189.218.82,HEAD,200,images/games.html,France,Swimming,Often,Female,45,1
15:35:55,90.195.249.29,GET,200,ticketing.html,Greece,Swimming,Often,Female,67,1
01:11:22,46.63.42.8,PATCH,200,sechedule.html,France,Table Tennis,Often,Non-binary,62,1
18:57:13,41.7.200.100,GET,200,sechedule.html,Vietnam,Baseball,Seldon,Male,47,1
11:54:54,93.31.1.4,GET,100,images/games.html,China,Gymnastics,Seldon,Male,51,1
19:25:46,191.217.152.126,POST,200,index.html,Sweden,Badminton,Seldon,Male,34,2
13:56:03,65.162.166.67,PATCH,200,news.html,Argentina,Baseball,Seldon,Male,54,1
19:25:10,124.183.208.53,PATCH,200,index.html,China,Swimming,Often,Male,43,2
15:46:26,240.117.97.158,CONNECT,200,venue information.html,Russia,Table Tennis,Seldon,Male,53,1
14:40:31,151.168.248.146,GET,200,index.html,China,Boxing,Seldon,Male,33,2
10:08:36,67.133.162.233,CONNECT,200,searchsports.html,Russia,Volleyball,Seldon,Female,44,2
08:06:02,234.169.59.86,GET,200,images/games.html,China,Weightlifting,Often,Non-binary,29,2
03:58:08,226.132.152.179,POST,301,index.html,Japan,Gymnastics,Once,Female,31,0
08:11:19,169.190.114.75,HEAD,200,ticketing.html,Portugal,Table Tennis,Never,Female,44,2
08:05:01,87.74.101.54,GET,100,sponsorship.html,Ukraine,Football,Daily,Male,47,1
09:43:23,146.1.187.228,PATCH,100,index.html,China,Athletics,Often,Male,52,1
